,A1,A2,A3,B1,B2,B3,C1,C2,C3
id1247,6.3,0.25,0.32,6.59,9.48,8.82,24.91,47.95,68.59
id1248,10.95,14.69,9.67,14.54,16.05,13.07,10.97,8.83,10.2
id1249,0,0,0,0.22,0.07,0,0,0.07,0.15
id1250,11.62,11.36,10.69,8.91,10.96,10.08,10.45,10.86,9.65
id1251,5.8,5.37,5.12,5.01,4.12,5.38,3.48,3.65,4.79
id1252,1.91,3.04,2.54,2.36,3.28,3.2,3.14,3.43,4.02
id1253,3.74,4.84,4.9,3.61,1.95,2.93,3.72,4.31,4.7
id1254,0,0,0,0,0,0,0,0,0.02
id1255,15.49,11.47,13.38,9.97,11.49,10.31,9.05,8.55,8.17
id1256,0,0,0,0.15,0,0,0,0,0
id1257,0.27,0.19,0.2,0.24,0.04,0.12,0.08,0.11,0
id1258,0.07,0.12,0.08,0,0.04,0.16,0.04,0.04,0
id1259,0,0,0.07,0.02,0.02,0,0.05,0.26,0.2
id1260,8.6,6.89,9.01,40.24,39.74,49.36,37.95,55.87,47.91
id1261,13.24,15.97,13.93,4.84,4.06,4.14,5.24,4.97,4.88
id1262,40.46,14.3,20.41,3.73,6.5,5.81,7.82,11.14,19.54
id1263,0.08,0,0,0,0,0.03,0,0.06,0.17
id1264,0,0.33,0,0.19,0.29,0.14,0.58,0.5,0.83
id1265,0.12,0,0,0,0.1,0,0,0.04,0.1
id1266,16.53,9.63,10.74,12.04,12.24,11.95,13.99,15.19,22.7
id1267,0,0,0,0.03,0.07,0,0.07,0.07,0
id1268,0.1,0.21,0.19,0.02,0.06,0.08,0.14,0.15,0.03
id1269,0.21,0.14,0.32,0.27,0.28,0.42,0.59,0.51,0.63
id1270,0.19,0,0.39,0.27,0.35,0.04,0.09,0.24,0.23
id1271,330.82,325.05,344.25,520.06,499.5,497.94,660.24,661.62,636.16
id1272,1.82,1.67,2.74,0,0,0,0.12,0,0
id1273,0,0,0.07,0,0,0,0,0,0
id1274,0.33,0.09,0,0.22,0,0.09,0,0,0
id1275,22.88,26,22.83,18.43,16.86,17.81,23.05,19.73,20.16
id1276,1.08,0.79,1.47,0.72,0.43,1.12,0.6,1.19,0.91
id1277,5.3,4.11,5.18,2.37,2.54,2.17,1.01,0.51,0.72
id1278,0.92,1.14,1,0.97,0.27,0.6,1.41,0.71,0.77
id1279,0.07,0.03,0.04,0.05,0.01,0.04,0.12,0.02,0.04
id1280,51.95,57.1,54.14,11.9,11.47,10.95,17.29,15.63,18.72
id1281,0,0.04,0,0.06,0.08,0.04,0,0.04,0.16
id1282,0.04,0.17,0,0,0,0.09,0,0,0
id1283,0.5,0.73,0.49,0.21,0.18,0.17,0,0.17,1.04
id1284,9.06,10.46,9.64,12.11,11.59,11.99,21.12,16.96,17.03
id1285,0.72,0.76,1.63,2.32,1.83,2.09,2.24,1.18,1.84
id1286,0.05,0.41,0.16,0.25,0.59,0.21,0.43,0.05,0.4
id1287,0.22,0.03,0.09,0.17,0.48,0.8,0.65,0.53,0.48
id1288,0.45,0.24,0.08,0.23,0.03,0.16,0.33,0.23,0.38
id1289,6.51,6.08,7.33,1.82,2.2,2.16,1.85,1.64,1.73
id1290,0,0,0.07,0,0,0,0,0.06,0
id1291,0.23,0.17,0.41,0.24,0.14,0.22,0.13,0.08,0.14
id1292,0.19,0.26,0.11,0.21,0,0.05,0.27,0.1,0
id1293,12.63,11.34,11.77,12.57,15.41,16.01,12.63,15.72,12.45
id1294,39.85,39.51,38.29,40.55,39.51,41.43,45.92,42.6,43.66
id1295,0,0.04,0,0,0,0,0,0,0
id1296,0,0.05,0,0,0,0,0,0,0
id1297,6.95,5.89,6.45,8.3,8.27,9.05,6.8,5.49,6.65
id1298,0.73,0.88,0.35,0.71,1.45,0.83,1.4,1.47,1.23
id1299,13.17,12.94,14.06,17.11,14.65,15.05,20.21,21.84,20.15
id1300,0,0.13,0,0,0,0,0,0,0.06
id1301,1.08,0.81,0.94,0.14,0.14,0.09,0.42,0.74,0
id1302,1.54,0.94,0.88,0.29,0.44,0.26,0.8,0.53,0.36
id1303,0.49,0.27,0.33,0.44,1.24,0.37,0.43,1.02,0.71
id1304,0,0,0.03,0,0,0,0,0.02,0
id1305,0.1,0.11,0.26,0,0,0,0.29,0.31,0.2
id1306,0.22,0.13,0.15,0.11,0.16,0.25,0.16,0.26,0.35
id1307,1.2,1.6,1.39,1.33,0.95,1.52,1.44,0.72,1
id1308,0,0,0.09,0,0,0,0,0,0.1
id1309,72.2,73.81,69.93,112.62,118.27,109.76,95.77,94.48,104.64
id1310,136.12,136.24,162.9,32.35,32.72,32.73,79.34,68.71,77.87
id1311,9.54,7.53,10.48,1.12,1.2,1.27,3.96,4.2,5.6
id1312,3.42,3.43,4.16,4.75,5.15,3.63,3.99,5.31,4.11
id1313,0.11,0.03,0,0,0.05,0.1,0.05,0.25,0.03
id1314,8.49,8.95,7.57,1.37,1.43,1.86,1.99,2.13,1.53
id1315,18.82,15.45,16.6,41.03,41.56,43.08,35.51,39.43,36.96
id1316,0.6,0.79,0.76,0.78,1.52,1.24,0.75,0.82,1.4
id1317,0,0,0,0,0,0.07,0,0,0.23
id1318,0.1,0,0.24,0.37,0.6,0.29,2.6,1.82,5.28
id1319,3.52,3.57,4.56,1.95,1.17,1.58,1.95,2,2.43
id1320,1.79,1,0.95,1.1,2.28,0.74,3.01,3.04,6.46
id1321,0.46,0.07,0.15,0.06,0.15,0.07,0.3,0.14,0.08
id1322,12.88,12.54,14.41,3.23,3.55,4.64,5.52,4.6,5.99
id1323,0,0,0,0,0.38,0.09,0.1,0.44,0.61
id1324,53.28,57.82,65.41,15.26,13.27,13.94,19.9,18.47,22.86
id1325,31.92,35.05,26.97,36.86,36.7,35.48,27.58,24.61,24.34
id1326,2.71,2.19,2.02,0.92,0.27,0.27,0.59,1.74,2.27
id1327,13.06,14.22,16.84,4.33,3.8,3.82,8.82,6.67,6.98
id1328,2.98,2.66,3.14,0.5,0.47,0.42,2.15,2.34,2.21
id1329,0.05,0.1,0.21,0,0,0.16,0.11,0.05,0.11
id1330,0.61,8.64,0.71,5.71,0.18,0.35,0.7,5.57,2.61
id1331,1.09,0.78,1.38,0.12,0.13,0.04,0.13,0.1,0
id1332,0,0,0,0,0,0,0.15,0.14,0
id1333,0.4,0.06,0.74,0.05,0.07,0,0.07,0,0.07
id1334,21.25,17.66,19.97,13.3,12.48,14.16,16.88,24.9,22.66
id1335,27.22,24.41,27.16,18.58,17.74,19.4,28.94,37.36,37.32
id1336,0,0.05,0.05,0.04,0,0,0,0,0
id1337,43.12,39.76,44.51,56.47,59.26,55.2,61.28,54.53,53.29
id1338,0.22,0.33,0.52,0.5,0.13,0.13,0.13,0.24,0.27
id1339,0.12,0.33,0.42,0.21,0.14,0.07,0.62,0.64,0.29
id1340,0.72,0.75,0.72,0.66,0.53,0.7,0.75,0.69,0.67
id1341,3.17,3.67,2.43,4.48,4.08,3.94,3.18,1.84,3.64
id1342,5.34,4.48,5.48,8.51,6.71,7.87,8.48,6.56,7.47
id1343,0.11,0.04,0,0.31,0.09,0.61,0.4,0.62,0.66
id1344,2.01,3.06,2.89,1.65,1.95,2.14,2.92,1.62,2.95
id1345,2.36,1.08,1.7,0.37,0.16,0.39,0.4,0.15,0.43
id1346,7.52,6.12,3.54,6.5,6.98,9.32,6.14,5.01,5.71
id1347,10.14,8.42,9.44,13.84,18.88,14.21,26.2,22.76,23.41
id1348,27.9,21.12,25.68,35.2,40.37,34.2,43.71,48.23,47.76
id1349,1.77,1.18,2.01,2.89,2.62,2.11,2.14,2.57,3.26
id1350,0,0.05,0.05,0.08,0,0,0,0,0
id1351,0.06,0.04,0,0,0,0,0,0,0
id1352,1.85,1.76,2.4,0.41,0.35,0.51,0.71,0.4,0.2
id1353,9.35,9.07,9.16,19.28,13.36,14.91,17.45,19.51,16.29
id1354,0.27,0.23,0.2,0.09,1.25,0.04,0.04,0,0.04
id1355,0.12,0.16,0.17,0.11,0.05,0.07,0.21,0.27,0.08
id1356,0,0,0,0.04,0.02,0,0.02,0.13,0.08
id1357,0,0,0,0,0.13,0,0.06,0,0.07
id1358,0.11,0,0,0,0,0,0,0.09,0
id1359,0.65,0.82,0.86,0.17,0.07,0.1,0,0.1,0.11
id1360,1.48,1.58,1.1,1.9,2.15,1.07,1.34,1.16,1.05
id1361,4.64,3.65,2.78,4.98,5.21,5.39,3.62,18.62,3.02
id1362,9.75,15.73,12.49,11.88,10.42,10.65,9.45,7.05,10.51
id1363,8.57,9.48,8.9,5.75,5.91,6.01,5.52,5.24,5.35
id1364,0,0,0,0,0,0,0,0.07,0
id1365,0.53,0.83,0.25,0.47,0.86,0.12,0.86,0.46,0.26
id1366,0.31,0.21,0.36,0,0,0,0,0,0
id1367,1.22,1.27,1.53,0.86,1.83,1.89,1.71,3.96,4.08
id1368,0,0,0,0,0,0,0,0.12,0
id1369,37.33,37.71,43.2,14.01,12.36,12.01,23.45,18.9,19.54
id1370,1.12,0.56,0.59,1.65,2.22,2.23,5.3,3.81,4.82
id1371,5.82,5.59,4.91,2.78,2.45,2.57,3.22,2.52,3.39
id1372,0.03,0.02,0,0.07,0.09,0.08,0.14,0.11,0.02
id1373,0.3,0.59,0.35,1.1,0.81,0.87,2.56,1.64,2.12
id1374,13.91,14.25,16.7,18.21,18.94,18.06,31.94,28.64,31.52
id1375,0,0,0.03,0,0.03,0.08,0.03,0.15,0.14
id1376,0.03,0,0,0.02,0.02,0,0,0,0
id1377,0.2,0,0.05,0,0,0,0,0.04,0.1
id1378,0.02,0.03,0.11,0.06,0.03,0.01,0.05,0.04,0.08
id1379,0.02,0,0.06,0.02,0.04,0,0.37,0.02,0.02
id1380,0,0,0,0,0,0.17,0.1,0.05,0.03
id1381,0.05,0,0,0.04,0.05,0.03,0.05,0.74,0.04
id1382,9.68,8.93,7.16,3.21,4.88,4.83,4.17,3.83,4
id1383,0.1,0.01,0.19,0,0.01,0.04,0,0,0.03
id1384,0,0,0.11,0,0,0,0,0,0
id1385,0,0,0,0,0,0,0.04,0.23,0.18
id1386,0,0.08,0.04,0.03,0.2,0.04,1.41,0.3,1.2
id1387,0,0.1,0,0.31,0.1,0,0,0,0.11
id1388,0.28,0.88,1.24,0.4,0.39,0.32,0.91,0.3,0.83
id1389,61.33,71.3,61.77,11.29,10.44,12.12,4.1,4.12,5.6
id1390,0.33,1.03,4.38,0.3,0.54,0.3,0.84,0.93,0.16
id1391,0.09,0.16,0.17,0.28,0.31,0.44,0.07,0.21,0.19
id1392,6.04,8.21,6.68,16.83,15.09,17.39,22.44,24.96,19.61
id1393,0,0,0,0,0,0,0,0,0.09
id1394,0,0.04,0,0,0,0,0,0.04,0
id1395,38.18,40.26,42.31,48.52,47.85,44.48,40.42,39.18,41.76
id1396,0.64,0.07,0.11,0,0.04,0.04,0,0.28,0.08
id1397,0.36,0,0.17,0,0,0.33,0.42,0,0.8
id1398,0.84,1.12,1.36,0.27,0.38,0.25,0.61,0.53,0.26
id1399,0,0.03,0,0.02,0.03,0,0.03,0,0.06
id1400,1.83,1.97,1.64,0.95,0.71,0.85,1.14,1.26,1.07
id1401,0.01,0.01,0.01,0.02,0.06,0.04,0.09,0.16,0.23
id1402,9.92,14.41,10.89,3.67,2.4,2.5,1.57,1.44,1.37
id1403,1.89,1.33,2.83,1.31,2.71,2.15,1.5,1.63,1.79
id1404,19.65,20.83,24.25,44.72,46.06,43.53,39.62,45.74,41.82
id1405,0,0,0,0.27,0.13,0.17,0.05,0.03,0.02
id1406,0.11,0.06,0.1,0.27,0.03,0,0.48,0.36,0.34
id1407,0.03,0,0,0.02,0,0,0.06,0.03,0
id1408,41.65,39.79,42.47,33.91,33.87,35.92,42.42,40.34,34.92
id1409,0.03,0.02,0.02,0,0.14,0,0,0.03,0.04
id1410,0.21,0.34,0.6,0.32,0.84,0.41,0.53,3.21,0.32
id1411,0.41,0.37,0.1,1.47,2.2,1.31,2.08,1.77,1.31
id1412,5.99,8.2,5.34,11.47,9.95,8.96,9.2,13.3,8.82
id1413,1.69,2.73,2.73,0.99,0.72,0.94,0.76,0.97,0.93
id1414,244.99,264.45,257.51,80.07,76.87,77.95,112.06,115.01,98.98
id1415,0,0,0,0.07,0.14,0,0.04,0.42,0
id1416,3.12,3.1,6.64,4.38,3.75,4.8,4.89,4.64,4.85
id1417,0,0,0,1.59,0.88,1.38,3.36,4.02,3.63
id1418,4.03,5.26,3.09,22.55,23.26,23.13,13.4,14.54,12.28
id1419,19.18,20.86,20.84,50.89,46.78,49.04,65.16,60.1,59.55
id1420,0.28,0.31,0.56,0.78,0.69,0.59,1.1,1.07,1.51
id1421,0,0.04,0,0,0,0.08,0,0,0
id1422,10.05,2.4,3.21,3.43,2.67,2.29,3.02,1.87,2.07
id1423,8.25,10.05,8.57,4.99,5.61,6.57,5.32,5.49,3.89
id1424,0,0,0,0,0,0,0.08,0,0
id1425,26.82,31.24,24,33.19,34.04,36.38,25.59,25.51,28.19
id1426,2.83,2.77,2.36,5.14,3.88,7.05,5.52,4.58,5.36
id1427,0.03,0.05,0.04,0.05,0.01,0.02,0.02,0.03,0.03
id1428,0,0.09,0,0.07,0,0.09,0.28,0.55,0.23
id1429,5.68,4.14,5.28,1.3,0.67,0.8,2.12,1.98,2.05
id1430,16.2,12.87,17.09,12,12.9,11.47,12.59,12.95,13.74
id1431,12.08,6.7,8.26,5.92,5.9,6.45,8.64,7.57,7.05
id1432,0.94,1.24,1.23,0.79,1.03,1.74,1.09,0.33,0.76
id1433,128.33,55.61,88.5,170.68,243.68,171.52,340.87,467.38,596.68
id1434,0.06,0,0,0,0.02,0,0,0,0
id1435,44.35,33.3,43.59,47.95,50.71,48.85,42.1,48.74,47.12
id1436,82.48,77.51,97.9,9.15,9.81,8.07,10.69,8.57,9.67
id1437,5.86,7.86,6.54,0.99,0.61,0.85,1.37,0.86,0.88
id1438,9.47,6.79,8.73,6.78,7.85,6.25,8.84,12.88,13.82
id1439,0.61,0.68,1.03,0.85,1.03,0.95,0.65,0.66,1.14
id1440,0.14,0.03,0.03,0.07,0.03,0,0.19,0.03,0.14
id1441,0,0.27,0,0,0.11,0,0,0,0
id1442,0,0,0,0.37,0,0.08,0.89,0.38,1.03
id1443,0,0.44,0.23,0.26,0,0.56,0.23,0.11,2.04
id1444,0.67,0.43,0.45,1.46,1.34,1.25,2.17,2.19,2.29
id1445,2.88,4.46,3.87,4.76,5.03,5.85,5.09,4.72,5.59
id1446,0.6,0.21,0.52,0.68,1.03,0.47,0.98,0.44,0.47
id1447,22.17,17.11,17.15,33.97,34.14,36.11,33.89,34.86,35.47
id1448,23.62,21.97,23.54,72.2,72.57,67.28,93.47,105.8,121.94
id1449,0,0,0.15,0,0,0,0,0,0
id1450,4,5.67,5.24,3.26,3.2,3.68,4.2,2.23,4.64
id1451,4.23,5.15,5.9,1.41,1.66,1.34,2.15,2.33,2.78
id1452,0,0,0,0.25,0,0,0,0,0
id1453,26.76,19.57,21.21,13.3,14,9.95,31.51,43.19,43.25
id1454,2.83,1.93,3.39,2.11,1.42,1.07,8.4,10.78,12.13
id1455,8.15,4.16,5.37,11.42,12.74,9.68,16.68,16.57,21.85
id1456,0,0,0.18,0,0,0,0,0,0
id1457,1.84,0.36,0.88,2.12,3.7,1.66,2.76,4.63,5.95
id1458,0,0.97,0,1.36,1.77,0.74,1.5,0.47,2.67
id1459,8.23,6.56,8.81,13.49,17.89,13.93,15.4,20.28,15.16
id1460,4.11,1.48,2.62,1,0.79,0.83,1.34,2.06,3.33
id1461,0,0,0.21,0,0,0.1,0,0.19,0
id1462,0,0.12,0,0,0,0,0,0,0
id1463,0,0.21,0.14,0.7,0.43,0.28,0.65,0.8,0.65
id1464,0,0.08,0,0.12,0.08,0,0,0.15,0.25
id1465,5.45,4.03,4.82,1.43,4.61,5.02,5.01,2.62,4.48
id1466,0,0,0,0,0,0,0,0.12,0
id1467,0.39,0.62,0.39,0.05,0.26,0.31,0.57,0.54,0.95
id1468,0.22,0.07,0.1,0.15,0.21,0.17,0.27,0.32,0.25
id1469,0,0.09,0,0,0.18,0,0,0,0
id1470,0,0,0,0.03,0.08,0.15,0.12,0.18,0.04
id1471,0,0,0,0,0,0,0.25,0,0
id1472,0,0,0,0,0.05,0,0,0.04,0.05
id1473,1.67,1.4,1.09,0.93,0.24,0.47,1.08,0,0
id1474,0,0,0,0,0,0,0,0,0.39
id1475,0,0.07,0,0,0,0,0,0,0
id1476,0.15,0,0.09,0,0.09,0,0,0.16,0
id1477,6.36,5.6,7.01,10.95,10.1,9.54,8.57,8.86,7.31
id1478,62.83,126.22,80.26,7.79,8.77,4.75,7.2,4.38,6.43
id1479,0.77,0.61,0.49,0.64,0.62,0.85,1.25,1.07,1.37
id1480,0.69,0.34,1.11,0,0.1,0.05,0,0.09,0
id1481,2.54,4.29,2.9,1.75,1.17,1.01,1.23,1.6,0.95
id1482,9.8,15.39,17.26,3.58,1.95,1.9,2.27,2.38,4.04
id1483,4.95,3.74,3.64,0.2,0,0,0.09,0,0.19
id1484,14.12,15.27,14.74,8.31,9.46,9.08,16.06,13.5,14.49
id1485,0.1,0.09,0.16,0.3,0.14,0.23,0.08,0.22,0.19
id1486,9.71,9.17,7.42,5.89,5.41,5.24,8.05,7.66,8.94
id1487,55.05,49.6,60.85,1.66,1.77,1.05,0.73,1.59,1.81
id1488,13.02,10.95,12.63,23.11,24.49,23.75,20.23,22.76,22.61
id1489,16.15,18.93,19.88,13.97,11.73,13.01,17.07,15.13,13.44
id1490,0.86,0.69,1.01,0.63,0.29,0.28,0.52,0.49,0.46
id1491,2.01,1.9,2.41,10.73,12.57,11.04,11.59,12.87,11.28
id1492,1.43,2.17,2.83,2.24,2.27,2.4,2.4,1.68,1.36
id1493,0.03,0,0,0.29,0.42,0.37,0.34,0.63,0.36
id1494,12.72,11.51,14.32,11.06,10.98,11.51,17.53,18.77,17.22
id1495,2.1,2.1,2.03,0.75,0.36,0.39,0.87,0.48,0.78
id1496,8.49,10.69,9.61,14.98,15.97,17.65,18.36,17.76,16.99
id1497,0.75,0.28,0.3,0.08,0.17,0.15,0.39,0.32,0.47
id1498,2.67,3.66,3.83,0.64,1.55,1.99,0.95,0.55,0.25
id1499,1.22,1.63,0.68,1.69,1.85,2.67,2.71,2.43,2.47
id1500,1.27,0.68,1.22,2.05,2.73,2.36,2.2,2.08,2.01
id1501,1.11,1.24,1.73,0.46,0.32,0.58,0.16,0.3,0.57
id1502,0.07,0.4,0.38,0.2,0,0.22,0.15,0.04,0
id1503,1.12,1.15,1.06,0.19,0.23,0.33,0.73,0.63,0.42
id1504,1.69,0.92,1.3,0.3,0.28,0.55,0.45,0.78,0.54
id1505,0,0,0,0,0,0,0.02,0,0
id1506,0,0,0,0,0,0.06,0,0,0
id1507,1.79,1.46,0.76,2.96,1.56,1.33,0.64,0.78,0.68
id1508,0.46,0.24,0.38,0.41,0.47,0.4,0.8,0.75,0.47
id1509,0.47,1.18,1.23,4.58,0.55,0.27,0.81,1.08,0.72
id1510,0,0,0,0,0,0,0,0,0.05
id1511,0,0,0.02,0,0,0,0,0,0
id1512,2.26,1.89,3.14,0.51,0.69,0.63,1.48,1.13,1.14
id1513,0,0,0.1,0,0,0,0,0,0
id1514,0.05,0.04,0.06,0.24,0.15,0.19,0.27,0.1,0.22
id1515,4.88,8.78,6.06,2.08,3.77,2.96,3,2.5,3.34
id1516,0.47,0.27,0.3,0.1,0.23,0.16,0.26,0.33,0.15
id1517,0.16,0.21,0.06,0.24,0.22,0.24,0.34,0.17,0.49
id1518,0.45,0.04,0.24,0.16,0.16,0.04,0,0.15,0.3
id1519,0.06,0.03,0.11,0.06,0.11,0.07,0.25,0.17,0.11
id1520,0,0.08,0,0.06,0.08,0,0,0,0.21
id1521,2.75,2.6,2.42,8.78,9.48,7.86,8.1,7.14,9.87
id1522,14.22,12.44,11.86,29.61,27.66,31.86,35.98,31.33,34.02
id1523,0.05,0.03,0.03,0.02,0.06,0,0.03,0.03,0.12
id1524,0,0,0,0,0,0,0.02,0,0
id1525,0,0,0,0,0,0,0.12,0,0
id1526,2.93,2.02,3.84,3.14,2.93,3,3.04,4.05,3.6
id1527,1.5,1.31,1.36,2.17,3.65,2.14,2.2,1.94,1.97
id1528,0.05,0,0.12,0,0,0,0,0,0
id1529,34.11,37.5,40.61,11.33,11.42,10.6,8.12,7.07,7.56
id1530,0,0.13,0,0,0,0,0,0,0
id1531,0,0.02,0.02,0.01,0,0.01,0.11,0.11,0.09
id1532,0.18,1.98,0.08,0.16,0.34,0.13,0.62,0.7,1.02
id1533,0.21,0.23,0.24,0,0,0,0,0.11,0
id1534,1.65,1.92,6.53,1.75,1.56,1.06,1.43,4.6,1.44
id1535,0.74,1.01,0.93,0.42,0.42,0.22,0.64,0.39,0.61
id1536,0,0,0,0,0,0.05,0,0,0
id1537,0,0.15,0.03,0,0.09,0.12,0.4,0.03,0.1
id1538,0.19,8.09,0.61,0.8,0.22,0.53,0.18,2.06,0.34
id1539,0.07,0.15,0.08,0.72,0.31,0.23,1.24,0.51,0.33
id1540,0,0,0,0.05,0.02,0.02,0,0.11,0.05
id1541,4.35,4.1,3.34,7.76,7.46,8.57,6.98,5.42,5.22
id1542,2.81,1.48,3.72,3.99,5.12,5.14,3.98,3.65,2.72
id1543,0.58,3.4,0.26,0.66,1.54,0.47,1.36,0.93,5.01
id1544,3.85,3.68,3.91,2.73,2.56,2.85,3.8,3.49,3.49
id1545,8.54,17.78,15.39,7.5,6.94,6.04,15.24,7.3,11.48
id1546,0.66,0.89,0.5,0.21,0.04,0.11,0.19,0.61,0.69
id1547,0.15,0.06,0,0,0,0.06,0.06,0.05,0
id1548,0.17,0.35,0.56,0.25,0.56,0.52,0.75,0.76,0.66
id1549,29.31,25.64,31.84,34.47,36.86,37.45,37.51,33.27,51.43
id1550,8,7.12,10.59,3.57,3.52,3.33,3.95,3.8,3.79
id1551,20.06,20.87,20.91,1.51,1.84,2.05,3.61,2.31,3.39
id1552,4.93,3.92,5.31,0.41,0.42,0.39,0.76,0.67,0.62
id1553,0.62,0.46,0.36,2.76,3.6,3.74,6.65,5.55,9.73
id1554,0.04,0,0,0,0,0.02,0.1,0.09,0
id1555,5.37,5.99,11.71,2.17,4.54,2.17,5.3,6.54,2.98
id1556,4.36,2.18,4.81,1.21,1.14,1.11,0.17,0.57,0
id1557,492.62,534.43,525.98,353.9,367.44,363.93,266.43,257.18,255.41
id1558,6.91,0.7,7.46,0.34,0.2,0.25,0.14,0.21,0.32
id1559,2.8,1.49,6.37,0.39,0.63,0.67,1.48,1.39,0.54
id1560,0,0.05,0,0,0,0,0,0,0
id1561,0.12,0,0,0,0.07,0.07,0.07,0.06,0
id1562,19.15,17.01,17.97,36.61,35.21,41.1,45.17,43,36.68
id1563,1.1,1.77,1.18,0.55,0.38,0.46,0.84,0.79,0.3
id1564,2.17,2.38,2.37,0.12,0.57,0.45,0.8,1.1,0.93
id1565,17.62,18.94,19.37,27.15,26.44,24,29.71,28.8,23.79
id1566,5.36,8.4,11.83,16.54,15.94,22.05,22.64,18.34,18.36
id1567,1.94,3.29,2.18,2.64,2.26,1.06,3.9,3.1,2.12
id1568,6.12,7.65,8.08,6.21,8.46,5.7,9.49,9.59,7.97
id1569,34.99,30.75,36.42,23.08,22.12,23.34,31.86,26.43,28.83
id1570,2.97,4.76,6.86,4.21,6.77,2.88,2.37,3.11,0.97
id1571,58.06,55.53,54.74,70.13,71.58,72.06,67.67,64.03,64.31
id1572,1.8,1.16,1.49,1.1,1.38,1.4,0.38,1.07,0.41
id1573,0,0,0,0,0.02,0.02,0,0.02,0
id1574,691.92,722.55,707.97,633.16,646.38,610.37,430.74,411.93,448.22
id1575,0.09,0,0.22,0,0,0,0,0,0
id1576,0.52,0.22,0.22,0.57,0.34,0.54,0.24,0.21,0.66
id1577,0.03,0,0.03,0,0.06,0,0.03,0,0
id1578,6.63,7.96,5.97,14.12,12.86,13.95,14,13.73,13.36
id1579,0.14,0.53,0.24,0.55,0.24,0.54,0.47,0.58,0.42
id1580,0.03,0.08,0,0.08,0.14,0.02,0.02,0.02,0.17
id1581,0,0,0,0.06,0,0.07,0,0.04,0.04
id1582,2.41,3.04,3.21,0.45,0.63,0.61,0.62,0.55,0.86
id1583,0,0.01,0,0,0,0,0,0,0
id1584,0.07,0.08,0.07,0.02,0,0.05,0.01,0,0.09
id1585,0.24,0.07,0.07,0.05,0.28,0.13,0.14,0,0.04
id1586,0.45,0.1,0.21,0.77,0.16,0.41,0.63,0.63,0.17
id1587,0.04,0,0,0,0,0,0,0,0.05
id1588,0.04,0,0,0.1,0,0,0,0,0
id1589,0,0,0,0,0.05,0.05,0,0,0
id1590,22.6,22.13,23.27,4.36,4.65,3.9,8.47,8.64,7.91
id1591,9.43,9.01,10.51,14.72,16.21,15.36,12.72,14.19,12.24
id1592,0.06,0.12,0.11,0,0,0,0,0.02,0.07
id1593,0.14,0.26,0.08,0.45,0.4,0.29,0.69,0.75,0.82
id1594,0.07,0.08,0.13,0.03,0,0.04,0.04,0.31,0.13
id1595,126.12,114.7,131.47,164.04,155.95,164.45,225.36,191.6,202.04
id1596,0.11,0,0,0,0.13,0.06,0,0,0
id1597,142.47,164.46,142.29,112.49,98.03,110.06,85.34,92.33,85.7
id1598,0.53,0.13,0.2,0.42,0.34,0.33,0.2,0.06,0.5
id1599,0,0.09,0,0.19,0.29,0.61,0.14,0.18,0.05
id1600,0.04,1.57,2.68,0.07,0.09,0,0.09,0.08,0.05
id1601,0,0,0,0,0.05,0,0,0,0
id1602,5.86,6.65,4.62,7.19,6.53,5.81,7.33,6.78,6.62
id1603,17.73,20.47,23.37,5.59,8.02,6.36,9.76,10.94,10.31
id1604,16.76,17.46,16.21,19.34,14.88,17.73,14.21,12.1,15.15
id1605,516.71,627.84,531.26,277.51,282.02,242.16,308.8,251.15,290.56
id1606,0.59,0.58,0.2,0.34,0.44,0.32,0.08,0.37,0.04
id1607,0.7,0.6,0.3,0.97,1.89,0.88,0.09,0.84,0.48
id1608,0.11,0.47,0.25,0.09,0.12,0.12,0.06,0,0.13
id1609,0,0,0.08,0,0,0,0,0.02,0
id1610,0.39,0.43,0.23,0.29,0.08,0.07,0.3,0.07,0.16
id1611,0,0,0.04,0,0,0,0,0,0
id1612,3.95,2.71,2.87,2.81,4.6,5.41,5.12,6.04,3.38
id1613,0.22,0.56,0.26,0.41,0.37,0.27,0.23,0.45,0.3
id1614,6.32,5.14,5.5,3.33,3.64,2.69,2.59,1.34,1.67
id1615,28.73,31.69,27.34,18.68,17.31,19.92,19.63,15.46,15.81
id1616,0.27,0,0.19,0,0,0.06,0.06,0.47,0.53
id1617,77.24,74.04,79.08,51.75,51.89,50.28,53.48,51.29,47.08
id1618,0.24,0.04,0.05,0,0,0,0,0,0
id1619,2.15,1.97,2.62,0.13,0,0,0.44,0.36,0.53
id1620,1.03,1.66,1.18,1.91,1.52,2.23,1.21,0.53,1.65
id1621,0.03,0.06,0,0.21,0.2,0.13,0.13,0.09,0.14
id1622,0.08,0.14,0.2,0.08,0.05,0.05,0.05,0.05,0.82
id1623,1.09,1.29,6.93,6.62,3.13,1.73,2.01,2.66,2.5
id1624,1.15,0.45,0.79,0,0,0.08,1.06,0.48,0.5
id1625,5.39,4.1,4.12,9.56,8.32,6.7,11.22,5.47,5.05
id1626,0.89,0.99,1.63,1.54,1.35,1.92,1.06,0.7,1.06
id1627,0.05,0,0,0,0.02,0.02,0,0.02,0.06
id1628,0.16,0.28,0.25,0.2,0.04,0.25,0.5,0.44,0.27
id1629,17.63,15.67,22.85,21.09,22.93,26.05,41.46,29.76,36.32
id1630,5.03,6.05,8.02,1.42,1.85,1.73,4.12,2.21,3.82
